Transcript	Gene
Vitvi05_01chr19g11200_t001	Vitvi05_01chr19g11200
Vitvi05_01chr19g11210_t001	Vitvi05_01chr19g11210
Vitvi05_01chr19g11210_t002	Vitvi05_01chr19g11210
Vitvi05_01chr19g11210_t003	Vitvi05_01chr19g11210
Vitvi05_01chr19g11220_t001	Vitvi05_01chr19g11220
Vitvi05_01chr19g11220_t002	Vitvi05_01chr19g11220
Vitvi05_01chr19g11230_t001	Vitvi05_01chr19g11230
Vitvi05_01chr19g11230_t002	Vitvi05_01chr19g11230
Vitvi05_01chr19g11240_t001	Vitvi05_01chr19g11240
Vitvi05_01chr19g11250_t001	Vitvi05_01chr19g11250
Vitvi05_01chr19g11260_t001	Vitvi05_01chr19g11260
Vitvi05_01chr19g11270_t001	Vitvi05_01chr19g11270
Vitvi05_01chr19g11280_t001	Vitvi05_01chr19g11280
Vitvi05_01chr19g11290_t001	Vitvi05_01chr19g11290
Vitvi05_01chr19g11300_t001	Vitvi05_01chr19g11300
Vitvi05_01chr19g11300_t002	Vitvi05_01chr19g11300
Vitvi05_01chr19g11310_t001	Vitvi05_01chr19g11310
Vitvi05_01chr19g11320_t001	Vitvi05_01chr19g11320
Vitvi05_01chr19g11330_t001	Vitvi05_01chr19g11330
Vitvi05_01chr19g11340_t001	Vitvi05_01chr19g11340
Vitvi05_01chr19g11350_t001	Vitvi05_01chr19g11350
Vitvi05_01chr19g11360_t001	Vitvi05_01chr19g11360
Vitvi05_01chr19g11360_t002	Vitvi05_01chr19g11360
Vitvi05_01chr19g11370_t001	Vitvi05_01chr19g11370
Vitvi05_01chr19g11380_t001	Vitvi05_01chr19g11380
Vitvi05_01chr19g11380_t002	Vitvi05_01chr19g11380
Vitvi05_01chr19g11390_t001	Vitvi05_01chr19g11390
Vitvi05_01chr19g11390_t002	Vitvi05_01chr19g11390
Vitvi05_01chr19g11400_t001	Vitvi05_01chr19g11400
Vitvi05_01chr19g11410_t002	Vitvi05_01chr19g11410
Vitvi05_01chr19g11410_t003	Vitvi05_01chr19g11410
Vitvi05_01chr19g11410_t001	Vitvi05_01chr19g11410
Vitvi05_01chr19g11420_t001	Vitvi05_01chr19g11420
Vitvi05_01chr19g11430_t001	Vitvi05_01chr19g11430
Vitvi05_01chr19g11440_t001	Vitvi05_01chr19g11440
Vitvi05_01chr19g11450_t001	Vitvi05_01chr19g11450
Vitvi05_01chr19g11460_t001	Vitvi05_01chr19g11460
Vitvi05_01chr19g11470_t001	Vitvi05_01chr19g11470
Vitvi05_01chr19g11480_t001	Vitvi05_01chr19g11480
Vitvi05_01chr19g11490_t001	Vitvi05_01chr19g11490
Vitvi05_01chr19g11500_t001	Vitvi05_01chr19g11500
Vitvi05_01chr19g11510_t002	Vitvi05_01chr19g11510
Vitvi05_01chr19g11510_t003	Vitvi05_01chr19g11510
Vitvi05_01chr19g11510_t001	Vitvi05_01chr19g11510
Vitvi05_01chr19g11520_t001	Vitvi05_01chr19g11520
Vitvi05_01chr19g11530_t002	Vitvi05_01chr19g11530
Vitvi05_01chr19g11530_t001	Vitvi05_01chr19g11530
Vitvi05_01chr19g11540_t001	Vitvi05_01chr19g11540
Vitvi05_01chr19g11550_t001	Vitvi05_01chr19g11550
Vitvi05_01chr19g11560_t001	Vitvi05_01chr19g11560
Vitvi05_01chr19g11570_t001	Vitvi05_01chr19g11570
Vitvi05_01chr19g11580_t001	Vitvi05_01chr19g11580
Vitvi05_01chr19g11590_t001	Vitvi05_01chr19g11590
Vitvi05_01chr19g11600_t001	Vitvi05_01chr19g11600
Vitvi05_01chr19g11610_t001	Vitvi05_01chr19g11610
Vitvi05_01chr19g11610_t002	Vitvi05_01chr19g11610
Vitvi05_01chr19g11620_t001	Vitvi05_01chr19g11620
Vitvi05_01chr19g11630_t001	Vitvi05_01chr19g11630
Vitvi05_01chr19g11640_t001	Vitvi05_01chr19g11640
Vitvi05_01chr19g11650_t001	Vitvi05_01chr19g11650
Vitvi05_01chr19g11660_t001	Vitvi05_01chr19g11660
Vitvi05_01chr19g11670_t001	Vitvi05_01chr19g11670
Vitvi05_01chr19g11680_t001	Vitvi05_01chr19g11680
Vitvi05_01chr19g11690_t001	Vitvi05_01chr19g11690
Vitvi05_01chr19g11700_t001	Vitvi05_01chr19g11700
Vitvi05_01chr19g11710_t001	Vitvi05_01chr19g11710
Vitvi05_01chr19g11720_t001	Vitvi05_01chr19g11720
Vitvi05_01chr19g11730_t001	Vitvi05_01chr19g11730
Vitvi05_01chr19g11740_t001	Vitvi05_01chr19g11740
Vitvi05_01chr19g11750_t001	Vitvi05_01chr19g11750
Vitvi05_01chr19g11750_t002	Vitvi05_01chr19g11750
Vitvi05_01chr19g11760_t002	Vitvi05_01chr19g11760
Vitvi05_01chr19g11760_t001	Vitvi05_01chr19g11760
Vitvi05_01chr19g11770_t001	Vitvi05_01chr19g11770
Vitvi05_01chr19g11780_t001	Vitvi05_01chr19g11780
Vitvi05_01chr19g11790_t001	Vitvi05_01chr19g11790
Vitvi05_01chr19g11800_t001	Vitvi05_01chr19g11800
Vitvi05_01chr19g11810_t001	Vitvi05_01chr19g11810
Vitvi05_01chr19g11820_t001	Vitvi05_01chr19g11820
Vitvi05_01chr19g11830_t001	Vitvi05_01chr19g11830
Vitvi05_01chr19g11840_t001	Vitvi05_01chr19g11840
Vitvi05_01chr19g11850_t001	Vitvi05_01chr19g11850
Vitvi05_01chr19g11860_t001	Vitvi05_01chr19g11860
Vitvi05_01chr19g11870_t001	Vitvi05_01chr19g11870
Vitvi05_01chr19g11880_t001	Vitvi05_01chr19g11880
Vitvi05_01chr19g11890_t001	Vitvi05_01chr19g11890
Vitvi05_01chr19g11900_t001	Vitvi05_01chr19g11900
Vitvi05_01chr19g11910_t001	Vitvi05_01chr19g11910
Vitvi05_01chr19g11920_t001	Vitvi05_01chr19g11920
Vitvi05_01chr19g11930_t001	Vitvi05_01chr19g11930
Vitvi05_01chr19g11940_t001	Vitvi05_01chr19g11940
Vitvi05_01chr19g11950_t002	Vitvi05_01chr19g11950
Vitvi05_01chr19g11950_t001	Vitvi05_01chr19g11950
Vitvi05_01chr19g11960_t001	Vitvi05_01chr19g11960
Vitvi05_01chr19g11970_t001	Vitvi05_01chr19g11970
Vitvi05_01chr19g11980_t001	Vitvi05_01chr19g11980
Vitvi05_01chr19g11990_t001	Vitvi05_01chr19g11990
Vitvi05_01chr19g12000_t001	Vitvi05_01chr19g12000
Vitvi05_01chr19g12010_t001	Vitvi05_01chr19g12010
Vitvi05_01chr19g12020_t001	Vitvi05_01chr19g12020
Vitvi05_01chr19g12030_t001	Vitvi05_01chr19g12030
Vitvi05_01chr19g12040_t001	Vitvi05_01chr19g12040
Vitvi05_01chr19g12050_t001	Vitvi05_01chr19g12050
Vitvi05_01chr19g12060_t002	Vitvi05_01chr19g12060
Vitvi05_01chr19g12060_t001	Vitvi05_01chr19g12060
Vitvi05_01chr19g12070_t001	Vitvi05_01chr19g12070
Vitvi05_01chr19g12080_t001	Vitvi05_01chr19g12080
Vitvi05_01chr19g12090_t001	Vitvi05_01chr19g12090
Vitvi05_01chr19g12100_t001	Vitvi05_01chr19g12100
Vitvi05_01chr19g12110_t001	Vitvi05_01chr19g12110
Vitvi05_01chr19g12120_t002	Vitvi05_01chr19g12120
Vitvi05_01chr19g12120_t001	Vitvi05_01chr19g12120
Vitvi05_01chr19g12130_t001	Vitvi05_01chr19g12130
Vitvi05_01chr19g12140_t001	Vitvi05_01chr19g12140
Vitvi05_01chr19g12150_t002	Vitvi05_01chr19g12150
Vitvi05_01chr19g12150_t001	Vitvi05_01chr19g12150
Vitvi05_01chr19g12160_t001	Vitvi05_01chr19g12160
Vitvi05_01chr19g12170_t001	Vitvi05_01chr19g12170
Vitvi05_01chr19g12180_t001	Vitvi05_01chr19g12180
Vitvi05_01chr19g12190_t001	Vitvi05_01chr19g12190
Vitvi05_01chr19g12200_t001	Vitvi05_01chr19g12200
Vitvi05_01chr19g12210_t001	Vitvi05_01chr19g12210
Vitvi05_01chr19g12220_t001	Vitvi05_01chr19g12220
Vitvi05_01chr19g12230_t001	Vitvi05_01chr19g12230
Vitvi05_01chr19g12240_t002	Vitvi05_01chr19g12240
Vitvi05_01chr19g12240_t001	Vitvi05_01chr19g12240
Vitvi05_01chr19g12250_t001	Vitvi05_01chr19g12250
Vitvi05_01chr19g12260_t001	Vitvi05_01chr19g12260
Vitvi05_01chr19g12270_t002	Vitvi05_01chr19g12270
Vitvi05_01chr19g12270_t001	Vitvi05_01chr19g12270
Vitvi05_01chr19g12280_t001	Vitvi05_01chr19g12280
Vitvi05_01chr19g12290_t001	Vitvi05_01chr19g12290
Vitvi05_01chr19g12300_t002	Vitvi05_01chr19g12300
Vitvi05_01chr19g12300_t001	Vitvi05_01chr19g12300
Vitvi05_01chr19g12310_t001	Vitvi05_01chr19g12310
Vitvi05_01chr19g12320_t001	Vitvi05_01chr19g12320
Vitvi05_01chr19g12330_t001	Vitvi05_01chr19g12330
Vitvi05_01chr19g12340_t001	Vitvi05_01chr19g12340
Vitvi05_01chr19g12350_t001	Vitvi05_01chr19g12350
Vitvi05_01chr19g12360_t001	Vitvi05_01chr19g12360
Vitvi05_01chr19g12370_t002	Vitvi05_01chr19g12370
Vitvi05_01chr19g12370_t001	Vitvi05_01chr19g12370
Vitvi05_01chr19g12380_t001	Vitvi05_01chr19g12380
Vitvi05_01chr19g12390_t001	Vitvi05_01chr19g12390
Vitvi05_01chr19g12400_t001	Vitvi05_01chr19g12400
Vitvi05_01chr19g12410_t001	Vitvi05_01chr19g12410
Vitvi05_01chr19g12420_t001	Vitvi05_01chr19g12420
Vitvi05_01chr19g12430_t001	Vitvi05_01chr19g12430
Vitvi05_01chr19g12440_t001	Vitvi05_01chr19g12440
Vitvi05_01chr19g12450_t001	Vitvi05_01chr19g12450
Vitvi05_01chr19g12460_t001	Vitvi05_01chr19g12460
Vitvi05_01chr19g12470_t001	Vitvi05_01chr19g12470
Vitvi05_01chr19g12480_t001	Vitvi05_01chr19g12480
Vitvi05_01chr19g12490_t001	Vitvi05_01chr19g12490
Vitvi05_01chr19g12500_t001	Vitvi05_01chr19g12500
Vitvi05_01chr19g12510_t001	Vitvi05_01chr19g12510
Vitvi05_01chr19g12520_t001	Vitvi05_01chr19g12520
Vitvi05_01chr19g12530_t001	Vitvi05_01chr19g12530
Vitvi05_01chr19g12540_t001	Vitvi05_01chr19g12540
Vitvi05_01chr19g12550_t001	Vitvi05_01chr19g12550
Vitvi05_01chr19g12560_t001	Vitvi05_01chr19g12560
Vitvi05_01chr19g12570_t001	Vitvi05_01chr19g12570
Vitvi05_01chr19g12580_t001	Vitvi05_01chr19g12580
Vitvi05_01chr19g12590_t001	Vitvi05_01chr19g12590
Vitvi05_01chr19g12600_t001	Vitvi05_01chr19g12600
Vitvi05_01chr19g12610_t001	Vitvi05_01chr19g12610
Vitvi05_01chr19g12620_t001	Vitvi05_01chr19g12620
Vitvi05_01chr19g12630_t002	Vitvi05_01chr19g12630
Vitvi05_01chr19g12630_t001	Vitvi05_01chr19g12630
Vitvi05_01chr19g12640_t001	Vitvi05_01chr19g12640
Vitvi05_01chr19g12650_t001	Vitvi05_01chr19g12650
Vitvi05_01chr19g12660_t001	Vitvi05_01chr19g12660
Vitvi05_01chr19g12670_t001	Vitvi05_01chr19g12670
Vitvi05_01chr19g12680_t001	Vitvi05_01chr19g12680
Vitvi05_01chr19g12690_t001	Vitvi05_01chr19g12690
Vitvi05_01chr19g12700_t001	Vitvi05_01chr19g12700
Vitvi05_01chr19g12710_t001	Vitvi05_01chr19g12710
Vitvi05_01chr19g12720_t002	Vitvi05_01chr19g12720
Vitvi05_01chr19g12720_t001	Vitvi05_01chr19g12720
Vitvi05_01chr19g12730_t001	Vitvi05_01chr19g12730
Vitvi05_01chr19g12740_t001	Vitvi05_01chr19g12740
Vitvi05_01chr19g12750_t001	Vitvi05_01chr19g12750
Vitvi05_01chr19g12760_t001	Vitvi05_01chr19g12760
Vitvi05_01chr19g12770_t001	Vitvi05_01chr19g12770
Vitvi05_01chr19g12780_t001	Vitvi05_01chr19g12780
Vitvi05_01chr19g12790_t001	Vitvi05_01chr19g12790
Vitvi05_01chr19g12800_t001	Vitvi05_01chr19g12800
Vitvi05_01chr19g12810_t001	Vitvi05_01chr19g12810
Vitvi05_01chr19g12810_t002	Vitvi05_01chr19g12810
Vitvi05_01chr19g12820_t001	Vitvi05_01chr19g12820
Vitvi05_01chr19g12830_t001	Vitvi05_01chr19g12830
Vitvi05_01chr19g12840_t001	Vitvi05_01chr19g12840
Vitvi05_01chr19g12850_t001	Vitvi05_01chr19g12850
Vitvi05_01chr19g12860_t001	Vitvi05_01chr19g12860
Vitvi05_01chr19g12870_t001	Vitvi05_01chr19g12870
Vitvi05_01chr19g12880_t002	Vitvi05_01chr19g12880
Vitvi05_01chr19g12880_t001	Vitvi05_01chr19g12880
Vitvi05_01chr19g12890_t002	Vitvi05_01chr19g12890
Vitvi05_01chr19g12890_t001	Vitvi05_01chr19g12890
Vitvi05_01chr19g12900_t001	Vitvi05_01chr19g12900
Vitvi05_01chr19g12910_t001	Vitvi05_01chr19g12910
Vitvi05_01chr19g12920_t001	Vitvi05_01chr19g12920
Vitvi05_01chr19g12930_t001	Vitvi05_01chr19g12930
Vitvi05_01chr19g12940_t001	Vitvi05_01chr19g12940
Vitvi05_01chr19g12950_t001	Vitvi05_01chr19g12950
Vitvi05_01chr19g12960_t001	Vitvi05_01chr19g12960
Vitvi05_01chr19g12970_t001	Vitvi05_01chr19g12970
Vitvi05_01chr19g12980_t001	Vitvi05_01chr19g12980
Vitvi05_01chr19g12990_t001	Vitvi05_01chr19g12990
Vitvi05_01chr19g13000_t001	Vitvi05_01chr19g13000
Vitvi05_01chr19g13010_t001	Vitvi05_01chr19g13010
Vitvi05_01chr19g13020_t001	Vitvi05_01chr19g13020
Vitvi05_01chr19g13030_t001	Vitvi05_01chr19g13030
Vitvi05_01chr19g13040_t001	Vitvi05_01chr19g13040
Vitvi05_01chr19g13050_t001	Vitvi05_01chr19g13050
Vitvi05_01chr19g13060_t001	Vitvi05_01chr19g13060
Vitvi05_01chr19g13070_t001	Vitvi05_01chr19g13070
Vitvi05_01chr19g13080_t001	Vitvi05_01chr19g13080
Vitvi05_01chr19g13090_t001	Vitvi05_01chr19g13090
Vitvi05_01chr19g13100_t002	Vitvi05_01chr19g13100
Vitvi05_01chr19g13100_t001	Vitvi05_01chr19g13100
Vitvi05_01chr19g13110_t001	Vitvi05_01chr19g13110
Vitvi05_01chr19g13120_t001	Vitvi05_01chr19g13120
Vitvi05_01chr19g13130_t001	Vitvi05_01chr19g13130
Vitvi05_01chr19g13140_t001	Vitvi05_01chr19g13140
Vitvi05_01chr19g13140_t002	Vitvi05_01chr19g13140
Vitvi05_01chr19g13150_t001	Vitvi05_01chr19g13150
Vitvi05_01chr19g13160_t001	Vitvi05_01chr19g13160
Vitvi05_01chr19g13170_t001	Vitvi05_01chr19g13170
Vitvi05_01chr19g13180_t001	Vitvi05_01chr19g13180
Vitvi05_01chr19g13190_t001	Vitvi05_01chr19g13190
Vitvi05_01chr19g13200_t001	Vitvi05_01chr19g13200
Vitvi05_01chr19g13210_t001	Vitvi05_01chr19g13210
Vitvi05_01chr19g13210_t002	Vitvi05_01chr19g13210
Vitvi05_01chr19g13220_t001	Vitvi05_01chr19g13220
Vitvi05_01chr19g13220_t002	Vitvi05_01chr19g13220
Vitvi05_01chr19g13230_t001	Vitvi05_01chr19g13230
Vitvi05_01chr19g13240_t001	Vitvi05_01chr19g13240
Vitvi05_01chr19g13250_t001	Vitvi05_01chr19g13250
Vitvi05_01chr19g13260_t001	Vitvi05_01chr19g13260
Vitvi05_01chr19g13270_t001	Vitvi05_01chr19g13270
Vitvi05_01chr19g13270_t002	Vitvi05_01chr19g13270
Vitvi05_01chr19g13280_t001	Vitvi05_01chr19g13280
Vitvi05_01chr19g13290_t001	Vitvi05_01chr19g13290
Vitvi05_01chr19g13300_t001	Vitvi05_01chr19g13300
Vitvi05_01chr19g13310_t001	Vitvi05_01chr19g13310
Vitvi05_01chr19g13320_t001	Vitvi05_01chr19g13320
Vitvi05_01chr19g13330_t001	Vitvi05_01chr19g13330
Vitvi05_01chr19g13340_t001	Vitvi05_01chr19g13340
Vitvi05_01chr19g13350_t001	Vitvi05_01chr19g13350
Vitvi05_01chr19g13360_t001	Vitvi05_01chr19g13360
Vitvi05_01chr19g13370_t001	Vitvi05_01chr19g13370
Vitvi05_01chr19g13380_t001	Vitvi05_01chr19g13380
Vitvi05_01chr19g13390_t001	Vitvi05_01chr19g13390
Vitvi05_01chr19g13400_t001	Vitvi05_01chr19g13400
Vitvi05_01chr19g13410_t001	Vitvi05_01chr19g13410
Vitvi05_01chr19g13420_t001	Vitvi05_01chr19g13420
Vitvi05_01chr19g13430_t001	Vitvi05_01chr19g13430
Vitvi05_01chr19g13440_t001	Vitvi05_01chr19g13440
Vitvi05_01chr19g13450_t001	Vitvi05_01chr19g13450
Vitvi05_01chr19g13460_t001	Vitvi05_01chr19g13460
Vitvi05_01chr19g13470_t001	Vitvi05_01chr19g13470
Vitvi05_01chr19g13480_t001	Vitvi05_01chr19g13480
Vitvi05_01chr19g13490_t001	Vitvi05_01chr19g13490
Vitvi05_01chr19g13500_t001	Vitvi05_01chr19g13500
Vitvi05_01chr19g13510_t002	Vitvi05_01chr19g13510
Vitvi05_01chr19g13510_t001	Vitvi05_01chr19g13510
Vitvi05_01chr19g13520_t001	Vitvi05_01chr19g13520
Vitvi05_01chr19g13530_t001	Vitvi05_01chr19g13530
Vitvi05_01chr19g13540_t001	Vitvi05_01chr19g13540
Vitvi05_01chr19g13550_t001	Vitvi05_01chr19g13550
Vitvi05_01chr19g13560_t001	Vitvi05_01chr19g13560
Vitvi05_01chr19g13560_t002	Vitvi05_01chr19g13560
Vitvi05_01chr19g13570_t001	Vitvi05_01chr19g13570
Vitvi05_01chr19g13580_t001	Vitvi05_01chr19g13580
Vitvi05_01chr19g13590_t001	Vitvi05_01chr19g13590
Vitvi05_01chr19g13600_t001	Vitvi05_01chr19g13600
Vitvi05_01chr19g13610_t002	Vitvi05_01chr19g13610
Vitvi05_01chr19g13610_t001	Vitvi05_01chr19g13610
Vitvi05_01chr19g13620_t001	Vitvi05_01chr19g13620
Vitvi05_01chr19g13630_t001	Vitvi05_01chr19g13630
Vitvi05_01chr19g13640_t001	Vitvi05_01chr19g13640
Vitvi05_01chr19g13640_t002	Vitvi05_01chr19g13640
Vitvi05_01chr19g13650_t002	Vitvi05_01chr19g13650
Vitvi05_01chr19g13650_t001	Vitvi05_01chr19g13650
Vitvi05_01chr19g13660_t002	Vitvi05_01chr19g13660
Vitvi05_01chr19g13660_t001	Vitvi05_01chr19g13660
Vitvi05_01chr19g13670_t001	Vitvi05_01chr19g13670
Vitvi05_01chr19g13680_t001	Vitvi05_01chr19g13680
Vitvi05_01chr19g13690_t001	Vitvi05_01chr19g13690
Vitvi05_01chr19g13700_t001	Vitvi05_01chr19g13700
Vitvi05_01chr19g13710_t001	Vitvi05_01chr19g13710
Vitvi05_01chr19g13720_t001	Vitvi05_01chr19g13720
Vitvi05_01chr19g13730_t001	Vitvi05_01chr19g13730
Vitvi05_01chr19g13740_t001	Vitvi05_01chr19g13740
Vitvi05_01chr19g13750_t001	Vitvi05_01chr19g13750
Vitvi05_01chr19g13760_t001	Vitvi05_01chr19g13760
Vitvi05_01chr19g13770_t001	Vitvi05_01chr19g13770
Vitvi05_01chr19g13780_t001	Vitvi05_01chr19g13780
Vitvi05_01chr19g13790_t001	Vitvi05_01chr19g13790
Vitvi05_01chr19g13800_t001	Vitvi05_01chr19g13800
Vitvi05_01chr19g13810_t002	Vitvi05_01chr19g13810
Vitvi05_01chr19g13810_t001	Vitvi05_01chr19g13810
Vitvi05_01chr19g13820_t001	Vitvi05_01chr19g13820
Vitvi05_01chr19g13830_t001	Vitvi05_01chr19g13830
Vitvi05_01chr19g13840_t001	Vitvi05_01chr19g13840
Vitvi05_01chr19g13850_t001	Vitvi05_01chr19g13850
Vitvi05_01chr19g13860_t001	Vitvi05_01chr19g13860
Vitvi05_01chr19g13870_t001	Vitvi05_01chr19g13870
Vitvi05_01chr19g13880_t001	Vitvi05_01chr19g13880
Vitvi05_01chr19g13890_t001	Vitvi05_01chr19g13890
Vitvi05_01chr19g13900_t002	Vitvi05_01chr19g13900
Vitvi05_01chr19g13900_t001	Vitvi05_01chr19g13900
Vitvi05_01chr19g13910_t001	Vitvi05_01chr19g13910
Vitvi05_01chr19g13920_t001	Vitvi05_01chr19g13920
Vitvi05_01chr19g13930_t001	Vitvi05_01chr19g13930
Vitvi05_01chr19g13940_t001	Vitvi05_01chr19g13940
Vitvi05_01chr19g13950_t001	Vitvi05_01chr19g13950
Vitvi05_01chr19g13960_t001	Vitvi05_01chr19g13960
Vitvi05_01chr19g13960_t002	Vitvi05_01chr19g13960
Vitvi05_01chr19g13960_t003	Vitvi05_01chr19g13960
Vitvi05_01chr19g13970_t001	Vitvi05_01chr19g13970
Vitvi05_01chr19g13980_t001	Vitvi05_01chr19g13980
Vitvi05_01chr19g13980_t002	Vitvi05_01chr19g13980
Vitvi05_01chr19g13990_t002	Vitvi05_01chr19g13990
Vitvi05_01chr19g13990_t001	Vitvi05_01chr19g13990
Vitvi05_01chr19g14000_t001	Vitvi05_01chr19g14000
Vitvi05_01chr19g14010_t001	Vitvi05_01chr19g14010
Vitvi05_01chr19g14020_t001	Vitvi05_01chr19g14020
Vitvi05_01chr19g14030_t001	Vitvi05_01chr19g14030
Vitvi05_01chr19g14040_t001	Vitvi05_01chr19g14040
Vitvi05_01chr19g14050_t001	Vitvi05_01chr19g14050
Vitvi05_01chr19g14060_t001	Vitvi05_01chr19g14060
Vitvi05_01chr19g14070_t001	Vitvi05_01chr19g14070
Vitvi05_01chr19g14080_t001	Vitvi05_01chr19g14080
Vitvi05_01chr19g14090_t001	Vitvi05_01chr19g14090
Vitvi05_01chr19g14100_t001	Vitvi05_01chr19g14100
Vitvi05_01chr19g14110_t001	Vitvi05_01chr19g14110
Vitvi05_01chr19g14120_t001	Vitvi05_01chr19g14120
Vitvi05_01chr19g14130_t001	Vitvi05_01chr19g14130
Vitvi05_01chr19g14140_t002	Vitvi05_01chr19g14140
Vitvi05_01chr19g14140_t001	Vitvi05_01chr19g14140
Vitvi05_01chr19g14150_t001	Vitvi05_01chr19g14150
Vitvi05_01chr19g14160_t001	Vitvi05_01chr19g14160
Vitvi05_01chr19g14170_t001	Vitvi05_01chr19g14170
Vitvi05_01chr19g14180_t001	Vitvi05_01chr19g14180
Vitvi05_01chr19g14190_t001	Vitvi05_01chr19g14190
Vitvi05_01chr19g14200_t001	Vitvi05_01chr19g14200
Vitvi05_01chr19g14210_t001	Vitvi05_01chr19g14210
Vitvi05_01chr19g14220_t001	Vitvi05_01chr19g14220
Vitvi05_01chr19g14230_t001	Vitvi05_01chr19g14230
Vitvi05_01chr19g14240_t001	Vitvi05_01chr19g14240
Vitvi05_01chr19g14250_t001	Vitvi05_01chr19g14250
Vitvi05_01chr19g14260_t001	Vitvi05_01chr19g14260
Vitvi05_01chr19g14270_t001	Vitvi05_01chr19g14270
Vitvi05_01chr19g14280_t001	Vitvi05_01chr19g14280
Vitvi05_01chr19g14290_t001	Vitvi05_01chr19g14290
Vitvi05_01chr19g14300_t001	Vitvi05_01chr19g14300
Vitvi05_01chr19g14310_t001	Vitvi05_01chr19g14310
Vitvi05_01chr19g14320_t001	Vitvi05_01chr19g14320
Vitvi05_01chr19g14330_t001	Vitvi05_01chr19g14330
Vitvi05_01chr19g14340_t001	Vitvi05_01chr19g14340
Vitvi05_01chr19g14350_t001	Vitvi05_01chr19g14350
Vitvi05_01chr19g14360_t001	Vitvi05_01chr19g14360
Vitvi05_01chr19g14370_t001	Vitvi05_01chr19g14370
Vitvi05_01chr19g14380_t001	Vitvi05_01chr19g14380
Vitvi05_01chr19g14390_t001	Vitvi05_01chr19g14390
Vitvi05_01chr19g14400_t001	Vitvi05_01chr19g14400
Vitvi05_01chr19g14410_t001	Vitvi05_01chr19g14410
Vitvi05_01chr19g14420_t001	Vitvi05_01chr19g14420
Vitvi05_01chr19g14430_t001	Vitvi05_01chr19g14430
Vitvi05_01chr19g14440_t002	Vitvi05_01chr19g14440
Vitvi05_01chr19g14440_t003	Vitvi05_01chr19g14440
Vitvi05_01chr19g14440_t001	Vitvi05_01chr19g14440
Vitvi05_01chr19g14450_t001	Vitvi05_01chr19g14450
Vitvi05_01chr19g14460_t001	Vitvi05_01chr19g14460
Vitvi05_01chr19g14470_t001	Vitvi05_01chr19g14470
Vitvi05_01chr19g14470_t002	Vitvi05_01chr19g14470
Vitvi05_01chr19g14480_t001	Vitvi05_01chr19g14480
Vitvi05_01chr19g14490_t001	Vitvi05_01chr19g14490
Vitvi05_01chr19g14500_t001	Vitvi05_01chr19g14500
Vitvi05_01chr19g14510_t001	Vitvi05_01chr19g14510
Vitvi05_01chr19g14520_t001	Vitvi05_01chr19g14520
Vitvi05_01chr19g14530_t001	Vitvi05_01chr19g14530
Vitvi05_01chr19g14540_t001	Vitvi05_01chr19g14540
Vitvi05_01chr19g14550_t001	Vitvi05_01chr19g14550
Vitvi05_01chr19g14560_t001	Vitvi05_01chr19g14560
Vitvi05_01chr19g14570_t002	Vitvi05_01chr19g14570
Vitvi05_01chr19g14570_t001	Vitvi05_01chr19g14570
Vitvi05_01chr19g14570_t003	Vitvi05_01chr19g14570
Vitvi05_01chr19g14580_t001	Vitvi05_01chr19g14580
Vitvi05_01chr19g14580_t002	Vitvi05_01chr19g14580
Vitvi05_01chr19g14590_t001	Vitvi05_01chr19g14590
Vitvi05_01chr19g14600_t001	Vitvi05_01chr19g14600
Vitvi05_01chr19g14610_t001	Vitvi05_01chr19g14610
Vitvi05_01chr19g14620_t001	Vitvi05_01chr19g14620
Vitvi05_01chr19g14630_t001	Vitvi05_01chr19g14630
Vitvi05_01chr19g14640_t001	Vitvi05_01chr19g14640
Vitvi05_01chr19g14650_t001	Vitvi05_01chr19g14650
Vitvi05_01chr19g14660_t001	Vitvi05_01chr19g14660
Vitvi05_01chr19g14670_t001	Vitvi05_01chr19g14670
Vitvi05_01chr19g14680_t001	Vitvi05_01chr19g14680
Vitvi05_01chr19g14690_t001	Vitvi05_01chr19g14690
Vitvi05_01chr19g14700_t001	Vitvi05_01chr19g14700
Vitvi05_01chr19g14710_t001	Vitvi05_01chr19g14710
Vitvi05_01chr19g14720_t001	Vitvi05_01chr19g14720
Vitvi05_01chr19g14730_t001	Vitvi05_01chr19g14730
Vitvi05_01chr19g14740_t001	Vitvi05_01chr19g14740
Vitvi05_01chr19g14750_t001	Vitvi05_01chr19g14750
Vitvi05_01chr19g14760_t001	Vitvi05_01chr19g14760
Vitvi05_01chr19g14770_t002	Vitvi05_01chr19g14770
Vitvi05_01chr19g14770_t001	Vitvi05_01chr19g14770
Vitvi05_01chr19g14780_t001	Vitvi05_01chr19g14780
Vitvi05_01chr19g14790_t001	Vitvi05_01chr19g14790
Vitvi05_01chr19g14800_t001	Vitvi05_01chr19g14800
Vitvi05_01chr19g14810_t002	Vitvi05_01chr19g14810
Vitvi05_01chr19g14810_t001	Vitvi05_01chr19g14810
Vitvi05_01chr19g14820_t001	Vitvi05_01chr19g14820
Vitvi05_01chr19g14830_t001	Vitvi05_01chr19g14830
Vitvi05_01chr19g14840_t001	Vitvi05_01chr19g14840
Vitvi05_01chr19g14850_t001	Vitvi05_01chr19g14850
Vitvi05_01chr19g14860_t001	Vitvi05_01chr19g14860
Vitvi05_01chr19g14870_t001	Vitvi05_01chr19g14870
